Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai Creta 1.6 Crdi Sx,Naivasha,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1981720.0
Chevrolet Beat Diesel Lt,Mombasa,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,370000.0
Toyota Innova Crysta 2.8 Gx At,Mombasa,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2717280.0
Maruti Swift Dzire Vdi,Nyeri,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,880600.0
Hyundai Creta 1.6 Crdi Sx Option,Nairobi,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,1628000.0
Land Rover Range Rover Sport Se,Nairobi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,9583000.0
Honda Amaze Vx I-Dtec,Kisumu,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,932400.0
Hyundai Creta 1.6 Sx Plus Dual Tone Petrol,Mombasa,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1767120.0
Volkswagen Vento Sport 1.2 Tsi At,Nairobi,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,880600.0
Honda City I Dtec Vx,Thika,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1628000.0
Hyundai Creta 1.6 Sx Plus Dual Tone Petrol,Naivasha,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1854440.0
Ford Figo Diesel Titanium,Nakuru,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,555000.0
Bmw 5 Series 2013-2017 530D M Sport,Eldoret,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,3996000.0
Mitsubishi Pajero 2.8 Sfx 7Str,Eldoret,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,1472599.9999999998
Renault Duster 85Ps Diesel Rxl Option,Nyeri,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,621600.0
Maruti Ritz Vxi,Nairobi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,296000.0
Hyundai Grand I10 Sportz,Kisumu,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,481000.0
Mercedes-Benz Gla Class 200 Cdi Sport,Nakuru,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,5032000.0
Bmw 5 Series 520D Luxury Line,Naivasha,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,4494760.0
Hyundai Creta 1.6 Sx Plus Petrol Automatic,Mombasa,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1864800.0
Renault Kwid Rxt Optional,Mombasa,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,753320.0
Audi A4 3.0 Tdi Quattro,Nakuru,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,3626000.0
Maruti Ciaz Vdi Shvs,Mombasa,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,1179560.0
Honda Jazz S,Nairobi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,429200.0
Bmw 3 Series 320D Luxury Line,Mombasa,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,3156840.0
Hyundai Verna Sx Crdi At,Nakuru,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,962000.0
Hyundai Creta 1.4 Crdi S Plus,Naivasha,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,1798200.0
Volkswagen Vento 2013-2015 1.6 Comfortline,Kisumu,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,629000.0
Bmw 3 Series Luxury Line,Naivasha,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,5304320.000000001
Honda Cr-V Petrol 2Wd,Mombasa,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,444000.0
Renault Duster 110Ps Diesel Rxz Awd,Mombasa,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,999000.0
Hyundai I20 Asta 1.2,Nakuru,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,836200.0
Volkswagen Jetta 2013-2015 2.0L Tdi Highline At,Eldoret,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,1110000.0
Hyundai Creta 1.6 Sx Plus Diesel,Mombasa,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1974320.0
Maruti Ciaz Vdi Shvs,Kisumu,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1169200.0
Hyundai I20 Asta 1.4 Crdi,Naivasha,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1033040.0
Hyundai Verna 1.6 Sx Vtvt,Nairobi,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,851000.0
Volkswagen Polo Diesel Trendline 1.2L,Kisumu,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,392200.0
Volkswagen Polo Diesel Trendline 1.2L,Kisumu,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,368520.00000000006
Maruti Sx4 Vxi Bsiii,Eldoret,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,222000.0
Honda Mobilio Rs Option I Dtec,Mombasa,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,962000.0
Renault Duster 110Ps Diesel Rxz Plus,Kisumu,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1184000.0
Toyota Fortuner 2.8 2Wd At,Naivasha,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,4565800.0
Volvo Xc60 D4 Summum,Mombasa,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,2538199.9999999995
Maruti Celerio Vxi At,Kisumu,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,673400.0
Maruti Ciaz Zdi Plus,Kisumu,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,1095200.0
Audi Q5 2008-2012 2.0 Tdi,Mombasa,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,3794720.0
Bmw X1 Sdrive 20D Sportline,Kisumu,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,1998000.0
Ford Figo Petrol Zxi,Nakuru,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,525400.0
Hyundai Elantra Crdi Sx,Thika,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,2220000.0
Hyundai Verna 1.6 I Abs,Eldoret,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,288600.0
Honda Civic 2006-2010 1.8 S Mt,Eldoret,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,340399.99999999994
Toyota Fortuner 4X4 Mt,Mombasa,2013,123000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,2220000.0
Hyundai I10 Sportz,Mombasa,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,466200.0
Nissan Sunny 2011-2014 Diesel Xl,Kisumu,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,740000.0
Bmw 5 Series 2013-2017 520D Luxury Line,Nyeri,2013,40714,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,3663000.0
Chevrolet Optra Magnum 2.0 Lt,Eldoret,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,384800.0
Hyundai I10 Asta,Thika,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,555000.0
Skoda Laura Ambiente,Thika,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,717799.9999999999
Mercedes-Benz E-Class 2009-2013 E 220 Cdi Avantgarde,Nyeri,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,3996000.0
Honda Amaze Sx I-Dtec,Kisumu,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,444000.0
Bmw X1 Xdrive 20D Xline,Nairobi,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,4255000.0
Toyota Innova 2.5 G (Diesel) 8 Seater,Kisumu,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,2144520.0
Porsche Panamera 2010 2013 Diesel,Nairobi,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,10656000.0
Nissan Sunny Xv D,Mombasa,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,592000.0
Maruti Swift Dzire Ldi,Nairobi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,666000.0
Maruti Wagon R Zxi Amt 1.2,Nairobi,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,925000.0
Volkswagen Jetta 2013-2015 2.0L Tdi Highline At,Eldoret,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,1702000.0
Honda Accord 2.4 Inspire M/T,Eldoret,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,458800.0
Honda City I Vtec V,Nairobi,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1496280.0
Hyundai Verna 1.6 Sx Vtvt,Naivasha,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,1707920.0
Maruti Wagon R Lx Bsii,Nairobi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,148000.0
Maruti Swift Dzire Tour Ldi,Kisumu,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,370000.0
Audi Q5 2008-2012 2.0 Tfsi Quattro,Mombasa,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,2664000.0
Toyota Etios Cross 1.4 Gd,Naivasha,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,1013800.0
Hyundai I10 Era 1.1 Itech Se,Mombasa,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,439560.0
Hyundai Verna 1.6 Vtvt,Eldoret,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,703000.0
Volkswagen Polo 1.5 Tdi Highline,Naivasha,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,1092240.0
Bmw 5 Series 520D Sport Line,Nairobi,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,6327000.0
Hyundai I20 1.4 Asta Optional With Sunroof,Nakuru,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,540200.0
Hyundai Grand I10 Asta Option At,Mombasa,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,886520.0
Toyota Fortuner 4X2 4 Speed At,Eldoret,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,1998000.0
Maruti Baleno Zeta Automatic,Mombasa,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,1036000.0
Hyundai Creta 1.6 Sx Plus Petrol Automatic,Kisumu,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1620600.0
Hyundai I10 Sportz,Eldoret,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,436600.0
Tata Tigor Xe Diesel,Thika,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,814000.0
Skoda Superb Style 1.8 Tsi At,Mombasa,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,2527839.9999999995
Maruti Swift Dzire Vdi,Kisumu,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1013800.0
Honda Cr-V 2.0 At,Nyeri,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,1554000.0
Toyota Innova 2.5 G (Diesel) 8 Seater Bs Iv,Kisumu,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1295000.0
Honda City 1.5 V Mt,Kisumu,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,399600.0
Hyundai Verna Vtvt 1.6 At Sx Plus,Nairobi,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,629000.0
Toyota Etios 1.4 Vxd,Eldoret,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,1169200.0
Skoda Superb Elegance 1.8 Tsi At,Nairobi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,666000.0
Nissan Sunny 2011-2014 Diesel Xv,Kisumu,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,592000.0
Honda City 1.5 V Mt Exclusive,Nairobi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,703000.0
Hyundai Elite I20 Diesel Asta Option,Kisumu,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,1132200.0
Chevrolet Optra 1.6 Lt Royale,Mombasa,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,513560.0
Honda Amaze S I-Vtech,Mombasa,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,834720.0
Volkswagen Polo Petrol Comfortline 1.2L,Kisumu,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,436600.0
Maruti Swift Vdi,Nyeri,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,836200.0
Ford Endeavour 3.0L 4X4 At,Mombasa,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,1244680.0
Maruti Baleno Lxi,Eldoret,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,125800.0
Maruti Wagon R Lx,Eldoret,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,118400.0
Volkswagen Polo 1.5 Tdi Highline,Naivasha,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,836200.0
Hyundai Verna 1.6 Sx Vtvt (O),Kisumu,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,666000.0
Maruti Ciaz Zdi Plus Shvs,Thika,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1021200.0
Toyota Qualis Fleet A3,Nairobi,2001,227000,Diesel,Manual,Fourth & Above,0.0,2446.0,97.7,8.0,325600.00000000006
Nissan Sunny 2011-2014 Diesel Xl,Nyeri,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,592000.0
Skoda Rapid 1.6 Mpi Ambition With Alloy Wheel,Nairobi,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,828800.0
Maruti Eeco 7 Seater Standard,Nairobi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,325600.00000000006
Skoda Rapid Ultima 1.6 Mpi Ambition Plus,Nakuru,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,592000.0
Toyota Fortuner 4X4 Mt,Nyeri,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,2368000.0
Hyundai Creta 1.6 Crdi Sx,Nairobi,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1864800.0
Hyundai I20 Magna Optional 1.2,Mombasa,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,708920.0
Maruti Wagon R Lxi Cng,Nairobi,2015,22001,Cng,Manual,First,26.6,998.0,58.16,5.0,540200.0
Honda City I Dtec V,Mombasa,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1010840.0
Maruti 800 Std,Nyeri,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,75480.0
Ford Ikon 1.3 Flair,Eldoret,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,102120.0
Maruti Swift Dzire Lxi,Nairobi,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,688200.0000000001
Honda City 1.5 V Mt Sunroof,Kisumu,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,960520.0
Hyundai Verna Crdi,Mombasa,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,429200.0
Hyundai Verna 1.6 Sx Vtvt,Nairobi,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,1095200.0
Renault Kwid Rxt,Nakuru,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,481000.0
Maruti Wagon R Lxi,Thika,2008,60123,Petrol,Manual,Second,18.9,998.0,67.1,5.0,288600.0
Hyundai Grand I10 Sportz,Nyeri,2015,53000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,592000.0
Hyundai I20 1.2 Asta,Nairobi,2017,9000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1013800.0
Honda Amaze S I-Vtech,Naivasha,2015,53497,Petrol,Manual,First,18.0,1198.0,86.7,5.0,806600.0
Ford Fiesta 1.4 Duratorq Zxi,Kisumu,2007,68000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,294520.0
Hyundai Verna Sx Crdi At,Kisumu,2014,65000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,1330520.0
Toyota Etios Vd Sp,Kisumu,2014,45155,Diesel,Manual,First,23.59,1364.0,67.04,5.0,962000.0
Honda Jazz 1.2 V Cvt I Vtec,Naivasha,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,1371960.0
Hyundai Verna 1.6 Crdi Sx,Thika,2015,60000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,1034520.0
Mercedes-Benz Cla 200 D Sport Edition,Naivasha,2019,15976,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,5440480.0
Skoda Octavia Elegance 1.8 Tsi At,Mombasa,2017,30523,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,2527839.9999999995
Chevrolet Beat Diesel Ls,Kisumu,2013,26300,Diesel,Manual,First,25.44,936.0,57.6,5.0,414400.0
Volkswagen Polo Diesel Trendline 1.2L,Kisumu,2011,66000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,368520.00000000006
Maruti Sx4 S Cross Ddis 200 Zeta,Nyeri,2016,70000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,1309800.0
Honda City V Mt,Thika,2011,46000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,614200.0000000001
Volkswagen Vento 1.5 Tdi Highline,Kisumu,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,1480000.0
Hyundai Grand I10 1.2 Kappa Magna,Nairobi,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,703000.0
Renault Kwid Amt Rxl,Nyeri,2017,33000,Petrol,Automatic,First,24.04,999.0,67.0,5.0,473600.0
Maruti Alto 800 Lxi,Mombasa,2017,27718,Petrol,Manual,First,22.74,796.0,47.3,5.0,485440.0
Ford Ecosport 1.5 Ti Vct Mt Titanium,Nakuru,2013,58000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,1110000.0
Maruti Baleno Zeta,Naivasha,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,1093720.0
Maruti Ritz Vdi,Eldoret,2013,77000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,540200.0
Mercedes-Benz E-Class 280 Cdi,Mombasa,2007,70000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,1628000.0
Maruti Ritz Vdi,Kisumu,2012,97000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,444000.0
Chevrolet Beat Diesel Lt,Mombasa,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,333000.0
Maruti Sx4 Vxi Bsiv,Mombasa,2010,69918,Petrol,Manual,First,15.5,1586.0,103.3,5.0,418840.0
Maruti Omni 5 Seater Bsiv,Naivasha,2019,4721,Petrol,Manual,First,14.0,796.0,35.0,5.0,608280.0000000001
Mitsubishi Pajero Sport Anniversary Edition,Kisumu,2014,39163,Diesel,Manual,First,13.5,2477.0,178.0,7.0,2175600.0
Mercedes-Benz S Class 2005 2013 S 300 L,Eldoret,2013,80000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,3700000.0
Chevrolet Beat Diesel Ls,Nakuru,2015,66000,Diesel,Manual,First,25.44,936.0,56.3,5.0,347800.0
Ford Figo 2015-2019 1.5D Titanium Mt,Naivasha,2017,36154,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,948680.0
Honda City I-Vtec Vx,Thika,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,851000.0
Mercedes-Benz Gla Class 200 Cdi Sport,Mombasa,2016,60000,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,2597400.0
Hyundai Creta 1.4 Crdi S Plus,Nyeri,2015,32000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,1517000.0
Ford Fiesta Classic 1.4 Duratorq Clxi,Mombasa,2012,79985,Diesel,Manual,First,17.8,1399.0,67.0,5.0,467680.0
Audi A4 2.0 Tdi,Nakuru,2014,37600,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,3330000.0
Hyundai I10 Magna 1.1,Mombasa,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,525400.0
Bmw 3 Series 320I Sedan,Mombasa,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,1459280.0
Bmw 7 Series 730Ld,Mombasa,2013,38000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,6660000.0
Hyundai Verna 1.6 Sx Vtvt,Mombasa,2017,41534,Petrol,Manual,First,17.01,1591.0,121.3,5.0,1182520.0
Volkswagen Ameo 1.5 Tdi Comfortline At,Nyeri,2017,54455,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,962000.0
Chevrolet Aveo 1.4 Ls,Kisumu,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,111000.0
Chevrolet Cruze Ltz,Naivasha,2018,52073,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,1460759.9999999998
Hyundai I20 1.4 Sportz,Mombasa,2018,40175,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,941280.0
Honda Brv I-Vtec V Cvt,Nairobi,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,1406000.0
Hyundai Xcent 1.2 Kappa Sx,Mombasa,2017,15029,Petrol,Manual,First,19.1,1197.0,82.0,5.0,895400.0
Maruti Alto 800 Cng Lxi,Nairobi,2013,26200,Cng,Manual,First,30.46,796.0,47.3,5.0,318200.0
Hyundai Grand I10 Crdi Sportz,Kisumu,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,814000.0
Maruti Alto Lxi,Kisumu,2007,18700,Petrol,Manual,Second,19.7,796.0,46.3,5.0,185000.0
Toyota Innova 2.5 Vx (Diesel) 7 Seater,Naivasha,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1774520.0
Hyundai I10 Sportz 1.2 At,Nairobi,2010,57000,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,370000.0
Honda City I-Vtec Cvt V,Mombasa,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1725680.0
Maruti Zen Lx,Nyeri,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,78440.0
Maruti Wagon R Lxi Bs Iv,Kisumu,2015,36428,Petrol,Manual,First,20.51,998.0,67.04,5.0,458800.0
Ford Figo Diesel Titanium,Kisumu,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,384800.0
Honda Amaze S I-Vtech,Mombasa,2015,47234,Petrol,Manual,First,18.0,1198.0,86.7,5.0,753320.0
Hyundai Accent Gle,Kisumu,2008,62364,Petrol,Manual,First,13.2,1495.0,94.0,5.0,340399.99999999994
Hyundai Verna 1.6 Sx Crdi (O),Eldoret,2012,89000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,888000.0
Maruti Swift Zdi,Thika,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,651200.0000000001
Mercedes-Benz B Class B180,Nairobi,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,1628000.0
Chevrolet Cruze Ltz,Naivasha,2014,64042,Diesel,Manual,First,17.3,1998.0,163.7,5.0,843600.0
Skoda Laura Ambiente 2.0 Tdi Cr At,Mombasa,2013,120000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,1028600.0
Mahindra Scorpio Vlx 2Wd Bsiv,Kisumu,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,1169200.0
Bmw X1 Xdrive 20D Xline,Mombasa,2018,30733,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,4336400.0
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kisumu,2009,43600,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,1515520.0
Skoda Superb Elegance 1.8 Tsi At,Eldoret,2010,71473,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,791800.0
Honda Brio Vx At,Nairobi,2014,39000,Petrol,Automatic,Second,16.5,1198.0,86.8,5.0,516520.0
Hyundai I10 Magna 1.2,Kisumu,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,421800.0
Honda City I Vtec Sv,Nairobi,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,791800.0
Ford Figo Petrol Zxi,Naivasha,2012,75464,Petrol,Manual,First,15.6,1196.0,70.0,5.0,535760.0
Toyota Innova 2.5 G4 Diesel 7-Seater,Kisumu,2006,142000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,925000.0
Mahindra Verito 1.5 D6 Bsiv,Mombasa,2012,118683,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,472120.0
Mahindra Kuv 100 G80 K8 Dual Tone,Nairobi,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,814000.0
Hyundai I20 Sportz Option 1.2,Mombasa,2019,12800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1135160.0
Tata New Safari Ex 4X2,Nyeri,2011,80000,Petrol,Manual,First,12.0,2092.0,127.0,7.0,814000.0
Maruti Swift Dzire Vdi,Kisumu,2014,76126,Diesel,Manual,First,19.3,1248.0,73.9,5.0,976800.0
Bmw X5 Xdrive 30D M Sport,Mombasa,2017,21000,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,8140000.0
Audi A6 2011-2015 2.0 Tdi Premium Plus,Eldoret,2013,85000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,3108000.0
Maruti Baleno Delta 1.2,Nyeri,2017,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,666000.0
Hyundai Santa Fe 4Wd At,Naivasha,2016,45794,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,3059160.0000000005
Chevrolet Cruze Ltz At,Kisumu,2013,57352,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,962000.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Naivasha,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,5621039.999999999
Hyundai Santro Xing Gls,Nairobi,2009,42000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,214600.0
Maruti Wagon R Lxi Cng,Nairobi,2014,62549,Cng,Manual,First,26.6,998.0,58.16,5.0,436600.0
Maruti Ciaz Vdi Plus Shvs,Kisumu,2015,67048,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1169200.0
Honda City I-Vtec V,Mombasa,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1490360.0
Nissan Terrano Xl Plus Icc Wt20 Se,Nairobi,2016,37000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,962000.0
Bmw 3 Series 320D Prestige,Kisumu,2015,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,3256000.0
Honda City I Dtec V,Kisumu,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,1443000.0
