Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Car_Age,Luxury_Brand,Kilometers_Per_Year,Power_Per_CC
Mombasa,2014,52400,Diesel,Manual,First,20.54,1598.0,103.6,5.0,793280.0,Volkswagen,Vento Diesel Comfortline,12,0,4366.666666666667,0.06483103879849812
Nakuru,2016,23988,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1147000.0,Maruti,Ciaz 1.3 S,10,0,2398.8,0.07091346153846154
Mombasa,2014,32283,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,800680.0,Volkswagen,Vento Petrol Highline At,12,0,2690.25,0.06483103879849812
Nakuru,2010,52000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,540200.0,Hyundai,I20 1.2 Magna,16,0,3250.0,0.06683375104427736
Eldoret,2016,32000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,777000.0,Honda,Brio Vx At,10,0,3200.0,0.07245409015025041
Kisumu,2014,39000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,925000.0,Honda,City I Vtec Vx,12,0,3250.0,0.0783567134268537
Naivasha,2017,14149,Petrol,Manual,First,23.9,624.0,37.48,4.0,513560.0,Tata,Nano Xt,9,0,1572.111111111111,0.06006410256410256
Nairobi,2006,103000,Petrol,Automatic,First,10.13,3498.0,364.9,5.0,1309800.0,Mercedes-Benz,S Class 2005 2013 S 350 L,20,1,5150.0,0.10431675242995997
Eldoret,2004,82000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,125800.0,Maruti,Wagon R Lxi Bsiii,22,0,3727.2727272727275,0.060320452403393024
Nairobi,2015,34000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,2020200.0,Skoda,Superb Elegance 1.8 Tsi At,11,0,3090.909090909091,0.08773637374860957
Naivasha,2016,45180,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,7432560.0,Audi,Q7 35 Tdi Quattro Technology,10,1,4518.0,0.08136164475901585
Thika,2018,2000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,1147000.0,Maruti,Swift Zxi Plus,8,0,250.0,0.0683375104427736
Naivasha,2011,82321,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1487400.0000000002,Toyota,Innova 2.5 G4 Diesel 7-Seater,15,0,5488.066666666667,0.0408981555733761
Kisumu,2011,7000,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,1443000.0,Bmw,3 Series 320I Sedan,15,0,466.6666666666667,0.07719298245614035
Nairobi,2015,27000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,3404000.0,Mercedes-Benz,Gla Class 200 Cdi Sport,11,1,2454.5454545454545,0.06346243583761083
Naivasha,2019,31271,Diesel,Manual,First,13.68,2393.0,147.8,8.0,3170160.0,Toyota,Innova Crysta 2.4 Vx Mt 8S,7,0,4467.285714285715,0.06176347680735479
Nyeri,2003,55000,Petrol,Manual,Third,15.9,1298.0,97.7,5.0,103600.0,Maruti,Esteem Lx Bsii,23,0,2391.304347826087,0.07526964560862866
Nairobi,2014,24000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,771080.0,Maruti,Swift Vdi Bsiv,12,0,2000.0,0.05929487179487179
Kisumu,2009,147000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1110000.0,Toyota,Innova 2.5 Gx (Diesel) 7 Seater,17,0,8647.058823529413,0.04033680834001604
Nairobi,2012,72351,Diesel,Manual,First,23.59,1364.0,97.7,5.0,392200.0,Toyota,Etios Liva Gd,14,0,5167.928571428572,0.07162756598240469
Mombasa,2010,115000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,259000.0,Chevrolet,Beat Lt,16,0,7187.5,0.06622185154295246
Nyeri,2010,82000,Diesel,Manual,Second,13.8,1399.0,68.0,5.0,148000.0,Ford,Ikon 1.4 Tdci Duratorq,16,0,5125.0,0.04860614724803431
Nairobi,2016,20000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,4884000.0,Mercedes-Benz,New C-Class C 220 Cdi Avantgarde,10,1,2000.0,0.07932804479701354
Kisumu,2011,45560,Petrol,Manual,First,17.6,1496.0,88.73,5.0,325600.00000000006,Toyota,Etios G,15,0,3037.3333333333335,0.05931149732620321
Mombasa,2017,57539,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1898840.0,Toyota,Innova 2.5 Gx (Diesel) 7 Seater Bs Iv,9,0,6393.222222222223,0.0408981555733761
Mombasa,2018,20004,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,10203120.0,Bmw,6 Series Gran Coupe,8,0,2500.5,0.10457734714333444
Nairobi,2012,54500,Diesel,Manual,First,21.13,1498.0,108.4,5.0,606799.9999999999,Skoda,Rapid 1.5 Tdi Ambition,14,0,3892.8571428571427,0.07236315086782377
Nyeri,2016,27886,Petrol,Manual,First,22.0,814.0,55.0,5.0,421800.0,Hyundai,Eon Magna,10,0,2788.6,0.06756756756756757
Nairobi,2007,66000,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,547600.0,Honda,Cr-V 2.4L 4Wd At,19,0,3473.684210526316,0.06745964316057775
Naivasha,2013,72202,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,1340880.0,Skoda,Laura Elegance 2.0 Tdi Cr At,13,0,5554.0,0.07017276422764228
Nairobi,2011,70000,Petrol,Manual,Second,13.4,1798.0,157.8,5.0,703000.0,Skoda,Laura Rs,15,0,4666.666666666667,0.08776418242491658
Nyeri,2015,78233,Diesel,Manual,First,26.0,1498.0,98.6,5.0,976800.0,Honda,City I Dtec S,11,0,7112.090909090909,0.06582109479305741
Mombasa,2007,120203,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,518000.0,Tata,New Safari 4X4 Ex,19,0,6326.473684210527,0.06333180357962367
Eldoret,2011,20575,Petrol,Manual,First,19.0,998.0,67.1,5.0,296000.0,Maruti,Zen Estilo Lxi Bs Iv,15,0,1371.6666666666667,0.06723446893787574
Nairobi,2013,39879,Petrol,Manual,First,17.8,1198.0,86.7,5.0,575720.0,Honda,Amaze S I-Vtec,13,0,3067.6153846153848,0.07237061769616027
Nyeri,2017,31056,Petrol,Manual,First,23.01,999.0,67.0,5.0,532800.0,Renault,Kwid 1.0 Rxl,9,0,3450.6666666666665,0.06706706706706707
Nairobi,2015,50940,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,1028600.0,Maruti,Ciaz At Zxi,11,0,4630.909090909091,0.0663510560815732
Naivasha,2016,99362,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1040440.0,Hyundai,I20 Asta Option 1.4 Crdi,10,0,9936.2,0.06356017191977077
Thika,2016,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,2442000.0,Toyota,Innova Crysta 2.4 Zx Mt,10,0,5400.0,0.06176347680735479
Naivasha,2016,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,1135160.0,Maruti,Ciaz Zdi Plus Shvs,10,0,5426.8,0.07091346153846154
Naivasha,2012,94521,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,3432120.0,Jaguar,Xf Diesel,14,1,6751.5,0.09051119278316071
Mombasa,2017,38932,Petrol,Manual,First,19.1,1197.0,82.0,5.0,919080.0,Hyundai,Xcent 1.2 Kappa S,9,0,4325.777777777777,0.06850459482038429
Naivasha,2015,60395,Diesel,Automatic,First,16.12,2967.0,245.0,5.0,6781360.0,Porsche,Cayenne Diesel,11,1,5490.454545454545,0.08257499157398045
Nairobi,2016,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,880600.0,Hyundai,Xcent 1.1 Crdi S,10,0,2900.0,0.06339285714285714
Nairobi,2011,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,1628000.0,Audi,A4 2.0 Tdi Multitronic,15,1,3866.6666666666665,0.07113821138211382
Naivasha,2016,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,1064120.0,Maruti,Ciaz Rs Zxi Plus,10,0,6091.3,0.0663510560815732
Nairobi,2011,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,947200.0,Toyota,Innova 2.5 G4 Diesel 8-Seater,15,0,4333.333333333333,0.0408981555733761
Mombasa,2015,26000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,3848000.0,Mercedes-Benz,New C-Class 220 Cdi Mt,11,1,2363.6363636363635,0.07914338919925512
Kisumu,2016,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,666000.0,Hyundai,I10 Sportz,10,0,1994.7,0.06591478696741855
Mombasa,2011,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,458800.0,Hyundai,I10 Sportz 1.2 At,15,0,4721.066666666667,0.06591478696741855
Nairobi,2015,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,880600.0,Maruti,Baleno Zeta 1.3,11,0,4909.090909090909,0.05929487179487179
Nairobi,2008,138000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,177600.0,Maruti,Zen Estilo 1.1 Vxi Bsiii,18,0,7666.666666666667,0.060320452403393024
Mombasa,2014,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,7696000.0,Bmw,7 Series 730Ld,12,0,2916.6666666666665,0.08620113598396258
Nakuru,2015,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,7104000.0,Audi,Q7 4.2 Tdi Quattro Technology,11,1,4545.454545454545,0.08108369617803579
Kisumu,2011,124652,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,3254520.0,Bmw,X5 Xdrive 30D,15,0,8310.133333333333,0.08185766789174741
Kisumu,2013,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,636400.0,Maruti,Ritz Lxi,13,0,6174.153846153846,0.07167919799498747
Eldoret,2013,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,555000.0,Nissan,Sunny 2011-2014 Diesel Xl,13,0,9661.538461538461,0.05804243668720054
Nairobi,2015,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,1324599.9999999998,Toyota,Corolla Altis 1.8 Limited Edition,11,0,4454.545454545455,0.0767686318131257
Eldoret,2012,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,703000.0,Toyota,Etios Vxd,14,0,7928.571428571428,0.04919354838709677
Naivasha,2016,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,2160800.0,Toyota,Corolla Altis Gl Mt,10,0,3369.0,0.0767686318131257
Nairobi,2012,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2590000.0,Audi,A6 2011-2015 2.0 Tdi Premium Plus,14,1,3571.4285714285716,0.08858231707317074
Kisumu,2012,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,769600.0,Maruti,Ertiga Zdi,14,0,2720.8571428571427,0.07115384615384615
Naivasha,2017,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,893920.0,Hyundai,Grand I10 Sportz,9,0,5308.222222222223,0.06850459482038429
Mombasa,2009,167000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,399600.0,Tata,Indigo Cs Lx (Tdi) Bs Iii,17,0,9823.529411764706,0.0494269340974212
Mombasa,2019,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,999000.0,Maruti,Swift Dzire Amt Zdi,7,0,9285.714285714286,0.05929487179487179
Kisumu,2011,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,347800.0,Volkswagen,Polo Petrol Highline 1.6L,15,0,3066.6666666666665,0.06476846057571965
Kisumu,2017,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,740000.0,Tata,Tiago 1.2 Revotron Xz Wo Alloy,9,0,1833.3333333333333,0.07005838198498748
Kisumu,2016,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1028600.0,Honda,City I Vtec Vx,10,0,3900.0,0.0783567134268537
Nyeri,2018,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,991600.0,Honda,Amaze V Petrol,8,0,750.0,0.07236030025020851
Kisumu,2015,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,3700000.0,Audi,A4 35 Tdi Premium,11,1,5454.545454545455,0.08858231707317074
Mombasa,2011,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,555000.0,Volkswagen,Vento Petrol Highline At,15,0,6488.0,0.06483103879849812
Mombasa,2011,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,555000.0,Volkswagen,Vento Diesel Trendline,15,0,6653.8,0.06483103879849812
Eldoret,2013,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,754799.9999999999,Honda,City 1.5 S Mt,13,0,3538.4615384615386,0.0788243152972612
Nairobi,2010,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,362600.00000000006,Maruti,Wagon R Lxi,16,0,750.0,0.06717434869739479
Kisumu,2005,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,481000.0,Skoda,Superb 2.8 V6 At,21,0,619.1428571428571,0.06968603392277156
Kisumu,2014,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,814000.0,Honda,City I Dtec Sv,12,0,2166.6666666666665,0.06582109479305741
Mombasa,2014,68365,Cng,Manual,First,26.6,998.0,58.16,5.0,557960.0,Maruti,Wagon R Lxi Cng,12,0,5697.083333333333,0.05827655310621242
Naivasha,2016,27833,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,7287520.0,Mercedes-Benz,M-Class Ml 350 4Matic,10,1,2783.3,0.055239370605959154
Mombasa,2016,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,449920.0,Maruti,Alto 800 Lxi,10,0,5163.9,0.059422110552763814
Nairobi,2015,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,725200.0000000001,Hyundai,I20 Magna 1.2,11,0,1909.090909090909,0.06836257309941521
Nakuru,2013,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,925000.0,Ford,Ecosport 1.5 Dv5 Mt Trend,13,0,6923.076923076923,0.05997329773030708
Kisumu,2015,36255,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,4884000.0,Bmw,3 Series Gt 320D Luxury Line,11,0,3295.909090909091,0.09223057644110276
Mombasa,2011,58000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,3996000.0,Bmw,X5 Xdrive 30D,15,0,3866.6666666666665,0.08185766789174741
Naivasha,2014,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,771080.0,Honda,Amaze S I-Vtech,12,0,4083.0833333333335,0.07237061769616027
Nairobi,2014,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,851000.0,Ford,Ecosport 1.5 Ti Vct Mt Titanium,12,0,2594.1666666666665,0.07364909939959974
Naivasha,2012,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2453839.9999999995,Jaguar,Xf 3.0 Litre S Premium Luxury,14,1,5404.857142857143,0.09051119278316071
Nairobi,2015,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,1628000.0,Toyota,Corolla 1.8 J,11,0,1090.909090909091,0.07675194660734148
Eldoret,2014,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,414400.0,Hyundai,I10 Sportz,12,0,7500.0,0.06591478696741855
Mombasa,2019,17320,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,5622520.0,Mercedes-Benz,New C-Class C220 Cdi Executive Edition,7,1,2474.285714285714,0.07914338919925512
Nairobi,2011,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,540200.0,Skoda,Laura Ambiente 2.0 Tdi Cr Mt,15,0,5666.666666666667,0.05513211382113821
Kisumu,2007,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,888000.0,Ford,Endeavour 4X2 Xlt,19,0,6842.105263157895,0.056422569027611044
Naivasha,2013,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,671920.0,Ford,Figo Petrol Exi,13,0,4640.615384615385,0.05852842809364549
Mombasa,2015,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,799200.0,Honda,Amaze S I-Vtech,11,0,3120.6363636363635,0.07237061769616027
Nairobi,2014,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,488400.0,Tata,Indica Vista Tdi Ls,12,0,6250.0,0.0498220640569395
Kisumu,2012,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,2701000.0,Volvo,Xc60 D4 Summum,14,1,6142.857142857143,0.08211586901763224
Nakuru,2017,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,458800.0,Datsun,Redi Go Sport,9,0,1333.3333333333333,0.06633291614518148
Mombasa,2013,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,568320.0,Hyundai,Eon Era Plus,13,0,4443.0,0.06781326781326781
Kisumu,2016,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,361120.0,Maruti,Alto 800 Vxi,10,0,2430.0,0.059422110552763814
Nakuru,2011,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,532800.0,Volkswagen,Polo Petrol Trendline 1.2L,15,0,4400.0,0.06168614357262104
Nairobi,2015,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,577200.0,Hyundai,I10 Asta,11,0,6901.363636363636,0.06591478696741855
Mombasa,2013,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,429200.0,Nissan,Sunny 2011-2014 Xl,13,0,8230.76923076923,0.06522029372496663
Mombasa,2008,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,518000.0,Toyota,Corolla Altis G,18,0,4777.777777777777,0.0768075639599555
Mombasa,2009,160000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,518000.0,Hyundai,Verna Crdi Abs,17,0,9411.764705882353,0.07367716008037509
Nyeri,2019,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,518000.0,Maruti,Alto 800 2016-2019 Lxi Optional,7,0,428.57142857142856,0.059422110552763814
Kisumu,2015,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,1036000.0,Hyundai,I20 Sportz 1.4 Crdi,11,0,6590.454545454545,0.06358166189111748
Mombasa,2016,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,1287599.9999999998,Hyundai,Verna 1.6 Crdi At S,10,0,3300.0,0.0797724399494311
Kisumu,2014,60000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,6660000.0,Audi,Q7 3.0 Tdi Quattro Technology,12,1,5000.0,0.08136164475901585
Kisumu,2016,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,266400.0,Tata,Indica V2 Els,10,0,8010.3,0.0494269340974212
Kisumu,2007,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,146520.0,Chevrolet,Spark 1.0 Ls,19,0,2215.7894736842104,0.062311557788944726
Kisumu,2018,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,710400.0,Hyundai,Grand I10 1.2 Kappa Magna,8,0,562.5,0.0683876357560568
Nairobi,2014,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,2656600.0,Toyota,Fortuner 4X4 Mt Trd Sportivo,12,0,8083.333333333333,0.05667337357478203
Mombasa,2016,50000,Electric,Automatic,First,18.15,72.0,41.0,5.0,1924000.0,Mahindra,E Verito D4,10,0,5000.0,0.5694444444444444
Mombasa,2017,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,837680.0,Hyundai,Grand I10 1.2 Kappa Asta,9,0,5691.444444444444,0.0683876357560568
Nairobi,2009,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,458800.0,Honda,City 1.5 S Mt,17,0,3764.705882352941,0.0788243152972612
Mombasa,2016,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,967920.0,Hyundai,Elite I20 Petrol Asta,10,0,5691.1,0.0683876357560568
Kisumu,2015,147848,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1953600.0,Toyota,Innova 2.5 G4 Diesel 8-Seater,11,0,13440.727272727272,0.0408981555733761
Mombasa,2018,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,8406400.0,Ford,Mustang V8,8,0,2661.25,0.07978186225005049
Mombasa,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2871199.9999999995,Toyota,Innova Crysta 2.8 Gx At,7,0,2010.857142857143,0.062250453720508164
Thika,2007,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,244200.0,Maruti,Zen Estilo 1.1 Vxi Bsiii,19,0,3956.842105263158,0.060320452403393024
Nyeri,2013,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,643799.9999999999,Maruti,Swift Zdi,13,0,7076.923076923077,0.05929487179487179
Kisumu,2015,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,962000.0,Fiat,Avventura Multijet Emotion,11,0,5206.0,0.07349358974358974
Nairobi,2007,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,164280.00000000003,Maruti,Zen Estilo Vxi Bsiii,19,0,3368.4210526315787,0.06723446893787574
Nairobi,2013,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,814000.0,Renault,Duster 85Ps Diesel Rxl,13,0,3153.846153846154,0.05735797399041752
Nairobi,2012,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,1628000.0,Mitsubishi,Pajero 2.8 Sfx,14,0,3285.6428571428573,0.03781305114638448
Eldoret,2015,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,577200.0,Maruti,Celerio Vxi At,11,0,4545.454545454545,0.06717434869739479
Eldoret,2013,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,266400.0,Tata,Indica V2 Dls Bsiii,13,0,5384.615384615385,0.034313167259786476
Mombasa,2016,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,920560.0,Hyundai,Elite I20 Petrol Asta,10,0,3754.0,0.0683876357560568
Kisumu,2014,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,636400.0,Maruti,Celerio Vxi At,12,0,3666.6666666666665,0.06717434869739479
Kisumu,2017,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,886520.0,Hyundai,Grand I10 1.2 Kappa Asta,9,0,2500.0,0.0683876357560568
Nairobi,2017,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,888000.0,Hyundai,I20 1.2 Magna Executive,9,0,1936.7777777777778,0.06836257309941521
Nairobi,2014,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,865800.0,Hyundai,Verna 1.6 Sx Vtvt (O),12,0,5130.5,0.07624135763670647
Mombasa,2014,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,2951120.0000000005,Land,Rover Freelander 2 Se,12,1,5144.166666666667,0.06769619091326295
Mombasa,2009,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,429200.0,Maruti,Swift Vxi Bsiii,17,0,4000.0,0.0679506933744222
Nairobi,2014,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,629000.0,Honda,Amaze Sx I-Vtec,12,0,2416.6666666666665,0.07237061769616027
Kisumu,2010,156210,Diesel,Manual,First,21.43,1364.0,87.2,5.0,886520.0,Toyota,Corolla Altis Diesel D4Dg,16,0,9763.125,0.06392961876832845
Kisumu,2013,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,488400.0,Honda,Amaze S Diesel,13,0,3576.923076923077,0.06582109479305741
Naivasha,2009,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,1195840.0,Audi,A6 3.0 Tdi Quattro,17,1,3107.6470588235293,0.08135490394337715
Nyeri,2017,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,666000.0,Maruti,Wagon R Vxi,9,0,4429.666666666667,0.06717434869739479
Kisumu,2014,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,962000.0,Honda,Mobilio E I Dtec,12,0,4914.333333333333,0.06582109479305741
Nakuru,2006,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,577200.0,Honda,Cr-V 2.4 4Wd At,20,0,3300.0,0.06457094307561598
Nairobi,2013,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,777000.0,Hyundai,Verna 1.6 Sx Vtvt (O),13,0,4000.0,0.07624135763670647
Nakuru,2014,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,2516000.0,Hyundai,Santa Fe 4X4 At,12,0,4833.333333333333,0.08835834470213734
Thika,2012,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,518000.0,Hyundai,I10 Sportz At,14,0,4142.857142857143,0.06591478696741855
Kisumu,2008,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,444000.0,Ford,Fusion Plus 1.4 Tdci Diesel,18,0,4166.666666666667,0.04860614724803431
Naivasha,2015,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,720760.0,Hyundai,I10 Sportz,11,0,3728.0,0.06591478696741855
Nyeri,2014,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,888000.0,Hyundai,Xcent 1.1 Crdi Sx Option,12,0,5416.666666666667,0.06339285714285714
Nairobi,2015,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,2294000.0,Skoda,Superb Style 2.0 Tdi At,11,0,1727.2727272727273,0.08866869918699187
Eldoret,2008,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,236800.0,Ford,Fiesta 1.4 Duratec Exi,18,0,4111.111111111111,0.04899135446685879
Eldoret,2017,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,1073000.0,Maruti,Baleno Zeta Automatic,9,0,3666.6666666666665,0.06942355889724311
Nairobi,2010,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,481000.0,Skoda,Laura 1.9 Tdi Mt Ambiente,16,0,5937.5,0.055379746835443035
Kisumu,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,503200.0,Volkswagen,Vento 1.5 Tdi Comfortline,14,0,2428.5714285714284,0.07242990654205607
Naivasha,2014,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4514000.0,Audi,Q7 3.0 Tdi Quattro Technology,12,1,8572.083333333334,0.08136164475901585
Mombasa,2016,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,1179560.0,Hyundai,Verna Vtvt 1.6 Sx Option,10,0,5237.8,0.07624135763670647
Nairobi,2012,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1999480.0,Mercedes-Benz,New C-Class 220 Cdi At,14,1,2714.285714285714,0.07932804479701354
Mombasa,2015,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,803640.0,Honda,Amaze S I-Dtech,11,0,5484.909090909091,0.06582109479305741
Mombasa,2010,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,384800.0,Ford,Fiesta 1.4 Duratec Exi Limited Edition,16,0,6687.5,0.04899135446685879
Nakuru,2013,445000,Petrol,Manual,First,18.5,1197.0,82.9,5.0,658600.0,Hyundai,I20 Magna Optional 1.2,13,0,34230.769230769234,0.06925647451963242
Kisumu,2017,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,407000.0,Maruti,Alto 800 Lxi,9,0,244.0,0.059422110552763814
Kisumu,2010,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,1295000.0,Bmw,5 Series 530I Sedan,16,0,1500.0,0.08611481975967958
Naivasha,2015,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,800680.0,Fiat,Grande Punto 1.4 Emotion,11,0,4076.909090909091,0.06483918128654971
Mombasa,2018,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,1265400.0000000002,Maruti,Dzire Amt Zdi Plus,8,0,8004.375,0.05909455128205128
Nairobi,2014,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1221000.0,Mahindra,Xuv500 W6 2Wd,12,0,3800.0,0.06424965580541533
